"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","regulation"
2440.36269142764,5.29312098193893,0.655829096267186,8.07088464367629,6.97906324220009e-16,1.59918255131773e-11,"ENSG00000180818.5","Upregulated"
2450.59979269012,11.6343982792365,1.47427170103418,7.89162423118826,2.98278701909301e-15,3.41737908777487e-11,"ENSG00000170419.11","Upregulated"
241.836758759052,4.22895965366856,0.575031339761506,7.35431160225548,1.91913571301888e-13,1.46583585760382e-09,"ENSG00000196787.3","Upregulated"
2850.19776173453,10.4587709961798,1.46857128142206,7.12173193666998,1.06579194128759e-12,6.10538913566597e-09,"ENSG00000105388.16","Upregulated"
10555.7382262666,7.41643940050632,1.05911057611992,7.00251660943339,2.51405069291572e-12,1.15213915154942e-08,"ENSG00000075461.6","Upregulated"
1023.75019720858,-26.9547319334698,3.90680954148843,-6.89942308352213,5.22141499665673e-12,1.9940583872232e-08,"ENSG00000171209.3","Downregulated"
1293.06338822526,-4.67216932860302,0.699834795426408,-6.67610321626874,2.45379181929507e-11,5.73410370025734e-08,"ENSG00000077274.9","Downregulated"
1507.64038068457,-4.51068409997001,0.675051425455289,-6.68198589007908,2.35725727974147e-11,5.73410370025734e-08,"ENSG00000081041.9","Downregulated"
370.590983116563,5.83957772730755,0.874950523333428,6.67418050686985,2.48617461484214e-11,5.73410370025734e-08,"ENSG00000277075.2","Upregulated"
158.440566244665,5.71339093801824,0.856166558308486,6.67322366492109,2.5024455355928e-11,5.73410370025734e-08,"ENSG00000287550.1","Upregulated"
171.815205784902,6.45158544133564,0.972481056328301,6.63415024832899,3.26377249348545e-11,6.79873481052051e-08,"ENSG00000196132.14","Upregulated"
150.013487020135,6.73396448350604,1.02435962561657,6.57382848279752,4.90377167571183e-11,9.36375201477173e-08,"ENSG00000230838.1","Upregulated"
126.031101972997,5.96490938294775,0.90928106029022,6.56002818429309,5.37976092630868e-11,9.48244937426438e-08,"ENSG00000130675.15","Upregulated"
319.467036791496,5.27418807785473,0.827239784249598,6.37564606813371,1.82193245961541e-10,2.98198288425911e-07,"ENSG00000124302.13","Upregulated"
149.586492324618,5.69055225760174,0.904801827146302,6.28928024554222,3.18941245136846e-10,4.87214646071046e-07,"ENSG00000255774.2","Upregulated"
3312.93447977285,7.55937685565351,1.21276948529261,6.23315225797391,4.57141457261391e-10,6.54683709480469e-07,"ENSG00000163993.7","Upregulated"
15233.8277171614,6.74036809724143,1.0962912319511,6.14833713961703,7.82994666856437e-10,9.96752210908245e-07,"ENSG00000099953.10","Upregulated"
5656.01938265038,7.85708488102424,1.27624446781289,6.15641053041273,7.44121810438889e-10,9.96752210908245e-07,"ENSG00000123500.10","Upregulated"
10233.543793508,3.22405104178239,0.532977921474166,6.04912682473783,1.45632983511414e-09,1.75633378114765e-06,"ENSG00000130202.10","Upregulated"
261.472135670898,-3.15131426101658,0.523829704730126,-6.01591363101509,1.78874929654042e-09,2.04937006904636e-06,"ENSG00000203685.10","Downregulated"
114.187971385471,7.72740078290558,1.29141829819969,5.98365440049752,2.18186011770299e-09,2.38072108271649e-06,"ENSG00000130720.13","Upregulated"
171.294137758135,-4.58417423242801,0.773481230207153,-5.92667805423059,3.09124178277434e-09,3.04531414481082e-06,"ENSG00000124440.16","Downregulated"
26491.4469671176,-5.16592604977744,0.871077165230349,-5.93050335375438,3.02007414368911e-09,3.04531414481082e-06,"ENSG00000165795.23","Downregulated"
1755.36224931256,7.21754341466897,1.21886509310667,5.92152770268671,3.18964560859997e-09,3.04531414481082e-06,"ENSG00000278828.1","Upregulated"
706.621956270365,-4.6649408698112,0.791671692122863,-5.89251948279493,3.80351234390658e-09,3.48614727393101e-06,"ENSG00000213366.13","Downregulated"
1462.67660680585,5.41632311784063,0.920452498213992,5.884413512213,3.99467959926579e-09,3.52054185913755e-06,"ENSG00000165474.8","Upregulated"
352.596747837302,-4.34370273675771,0.748240842609837,-5.80522004333128,6.42815271042141e-09,5.45535893357764e-06,"ENSG00000184226.15","Downregulated"
562.008513221213,10.3910595805063,1.79743342386582,5.78105394199122,7.42340813476525e-09,6.07499907142896e-06,"ENSG00000235123.5","Upregulated"
135.934011440051,-3.7302187732519,0.646172583129936,-5.77279022762531,7.79694861356596e-09,6.16066484590519e-06,"ENSG00000111404.7","Downregulated"
630.057978453869,-3.82620532354277,0.669042441462079,-5.71892765903049,1.07198418473325e-08,8.18781520299259e-06,"ENSG00000187699.10","Downregulated"
469.358999780858,-4.51988086371249,0.792318473121175,-5.70462638073722,1.16598556230377e-08,8.61851392729953e-06,"ENSG00000153291.16","Downregulated"
641.290946732781,6.70684449002888,1.18991299760156,5.63641585859429,1.73625808669329e-08,1.24326930620281e-05,"ENSG00000137745.12","Upregulated"
137.465315977538,7.80070566690606,1.38657344969777,5.62588708777483,1.84557043500956e-08,1.28149699841845e-05,"ENSG00000172156.4","Upregulated"
1124.70644164709,-7.53728492103201,1.34463179468843,-5.60546385323168,2.07697967099019e-08,1.35976891945912e-05,"ENSG00000150893.11","Downregulated"
411.874103220542,-3.7830718593204,0.67440913931943,-5.60946113977345,2.02957562417196e-08,1.35976891945912e-05,"ENSG00000166405.15","Downregulated"
20.1092664034631,-21.7597505310304,3.90905026178317,-5.56650569161636,2.59898296180655e-08,1.65425265518987e-05,"ENSG00000267423.1","Downregulated"
19.5428081949148,-21.7282660485852,3.90911649953529,-5.55835725314613,2.7232554437046e-08,1.68650473613641e-05,"ENSG00000287483.1","Downregulated"
19747.6987098704,-4.15612902796407,0.749560565797405,-5.5447541100867,2.94367546770478e-08,1.77503630702598e-05,"ENSG00000125740.14","Downregulated"
