"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","regulation"
1023.75019720858,-26.9547319334698,3.90680954148843,-6.89942308352213,5.22141499665673e-12,1.9940583872232e-08,"ENSG00000171209.3","Downregulated"
1293.06338822526,-4.67216932860302,0.699834795426408,-6.67610321626874,2.45379181929507e-11,5.73410370025734e-08,"ENSG00000077274.9","Downregulated"
1507.64038068457,-4.51068409997001,0.675051425455289,-6.68198589007908,2.35725727974147e-11,5.73410370025734e-08,"ENSG00000081041.9","Downregulated"
261.472135670898,-3.15131426101658,0.523829704730126,-6.01591363101509,1.78874929654042e-09,2.04937006904636e-06,"ENSG00000203685.10","Downregulated"
171.294137758135,-4.58417423242801,0.773481230207153,-5.92667805423059,3.09124178277434e-09,3.04531414481082e-06,"ENSG00000124440.16","Downregulated"
26491.4469671176,-5.16592604977744,0.871077165230349,-5.93050335375438,3.02007414368911e-09,3.04531414481082e-06,"ENSG00000165795.23","Downregulated"
706.621956270365,-4.6649408698112,0.791671692122863,-5.89251948279493,3.80351234390658e-09,3.48614727393101e-06,"ENSG00000213366.13","Downregulated"
352.596747837302,-4.34370273675771,0.748240842609837,-5.80522004333128,6.42815271042141e-09,5.45535893357764e-06,"ENSG00000184226.15","Downregulated"
135.934011440051,-3.7302187732519,0.646172583129936,-5.77279022762531,7.79694861356596e-09,6.16066484590519e-06,"ENSG00000111404.7","Downregulated"
630.057978453869,-3.82620532354277,0.669042441462079,-5.71892765903049,1.07198418473325e-08,8.18781520299259e-06,"ENSG00000187699.10","Downregulated"
469.358999780858,-4.51988086371249,0.792318473121175,-5.70462638073722,1.16598556230377e-08,8.61851392729953e-06,"ENSG00000153291.16","Downregulated"
1124.70644164709,-7.53728492103201,1.34463179468843,-5.60546385323168,2.07697967099019e-08,1.35976891945912e-05,"ENSG00000150893.11","Downregulated"
411.874103220542,-3.7830718593204,0.67440913931943,-5.60946113977345,2.02957562417196e-08,1.35976891945912e-05,"ENSG00000166405.15","Downregulated"
20.1092664034631,-21.7597505310304,3.90905026178317,-5.56650569161636,2.59898296180655e-08,1.65425265518987e-05,"ENSG00000267423.1","Downregulated"
19.5428081949148,-21.7282660485852,3.90911649953529,-5.55835725314613,2.7232554437046e-08,1.68650473613641e-05,"ENSG00000287483.1","Downregulated"
